name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
Worldwide Elite Products,worldwide-elite-products,no,"hope-international-university-fullerton, moorpark-college","Marketing, Advertising","Founder/Chief Executive Officer, Chief Executive Officer",2017,"Austin, Texas",no,2018:390000,"Brand Marketing, Consulting, Digital Marketing, Digital Media, Travel",,,,,,,,,,,,,,,,,,,,,,,,,,1
XEO Pharma,xeo-pharma,no,,,,2017,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Z-Bikez,z-bikez,no,,,Founder & CEO,2017,"Austin, Texas",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ZipcodeXpress,zipcodexpress,no,,,,2017,"Austin, Texas",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Zoomiee, inc",zoomiee-inc,no,,,CEO / Co-Founder,2017,"Austin, Texas",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Agency Human,agency-human,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Artichoke,artichoke,no,salisbury-university,Business Administration,"President & COO, Founder & Chief Executive Officer",2014,"Baltimore, Maryland",no,2019:46391,"Business Development, FinTech, Marketing, Marketing Automation, Office Administration, Sales Automation, Scheduling",2018:46391,2018:51885,2017:120000,2017:100000,2016:225000,2015:100000,2015:100000,,,,,,,,,,,,,,,,,,,8
Bitsie,bitsie,no,,,CEO / Co-founder,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CarBack,carback,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chord Collar,barttron-inc,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Connectus,connectus-software,no,,,"President, Owner, Founder, President",2008,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EduPal,edupal,no,,,Founder & CEO,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Full Society,full-society,no,johns-hopkins-university,,"Founder, President, Executive Director",2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Harbor Launch,harbor-launch-at-the-institute-of-marine-and-environmental-technology,no,,,Executive Director,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Heyy,heyy,no,g-w-c-whiting-school-of-engineering-at-johns-hopkins-university,Real Estate Development,"Founder, Real Estate Developer",2014,"Baltimore, Maryland",no,2014:25000,"Apps, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
Hoppenapp,hoppenapp,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MF Fire,mf-fire,no,,,CTO,2014,"Baltimore, Maryland",yes,2017:1200000,"Clean Energy, Consumer Goods, Wood Processing",0,,,,,,,,,,,,,,,,,,,,,,,,,2
PickFire,pickfire,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Promotious,promotious,no,,,,2014,"Baltimore, Maryland",yes,0,"Advertising Platforms, Manufacturing, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Rakkoon,rakkoon,no,,,,2014,"Baltimore, Maryland",yes,0,"Internet, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
Redberry,redberrry,no,morgan-state-university,Computer Science (not awarded),"Deal Team Coordinator, Founder & Managing Partner, Advisor",2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Regional Event Marketing Partnership,regional-event-marketing-partnership,no,,,,2014,"Baltimore, Maryland",yes,0,Public Relations,,,,,,,,,,,,,,,,,,,,,,,,,,1
Response Labs Inc.,response-labs-inc,no,,,"Founding Partner, Systems Architect and Administrator",2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sagamore Ventures,sagamore-ventures,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Johns Hopkins Bloomberg School of Public Health,the-johns-hopkins-bloomberg-school-of-public-health,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Treble,treble-b573,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Verified Codes,verified-codes,no,,,,2014,"Baltimore, Maryland",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ChoozOn (d.b.a. Blue Kangaroo),choozon,no,"university-of-michigan, university-of-michigan, university-of-michigan, university-of-michigan","Computer Science & Engineering, Engineering, Mathematics, Electrical & Computer Engineering","Co-Founder & CTO, Founder & Chief Executive Officer, CEO & Co-Founded, Advisor, Team Member, Member of the Board of Advisors, Co-Founded, Founder ,Chairman & Chief Technology Officer, Team Member, Chairman of the Board of Directors, Chief Data Officer & Executive Vice President of Research & Strategic Data Solutions, Chairman of the Board of Directors",2010,"Bellevue, Washington",no,2012:1273279,"Advertising, Big Data, E-Commerce, Email Marketing, Local, Mobile, Search Engine, Shopping, Software",2011:3200000,,,,,,,,,,,,,,,,,,,,,,,,,2
CupidsPlay,cupidsplay,no,,,,2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dilato,dilato,no,,,,2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
KoolLearning,koollearning,no,,,"Founder, CEO",2010,"Bellevue, Washington",no,2012:750000,"Analytics, Education, Personalization",,,,,,,,,,,,,,,,,,,,,,,,,,1
Mobile Queue Technologies,mobile-queue-technologies,no,"seattle-university, the-university-of-texas-at-austin","Organizational Development, CS","Founder and CEO, Product Manager",2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Motiga,motiga,no,,,"Co-Founder and CEO, Founder and President",2010,"Bellevue, Washington",no,2014:20000000,"Casual Games, PC Games, Video Games",2012:2500000,,,,,,,,,,,,,,,,,,,,,,,,,2
Nuvalo,nuvalo,no,,,"Principal & CEO, Founding Co-Chair",2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Office Timeline,office-timeline,no,,,,2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Playteau,playteau,no,santa-clara-university,Marketing,"President, AVP, CRU & Small Business",2010,"Bellevue, Washington",no,2010:620000,"Gaming, Social, Social Network",,,,,,,,,,,,,,,,,,,,,,,,,,1
Sofulo,sofulo,no,,,"Co-Founder, CEO, Technical Sourcer, Technical Sourcer",2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tigervinci,tigervinci,no,,,,2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
VidTaggr,vidtaggr,no,,,"Founder and CEO, Guest Relations / Tour Guide / Steam Locomotive Engineer, Co-Founder, Software Test Enginer, Technical Program Manager",2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Xenon Arc,xenon-arc,no,florida-state-university,"Chemical Engineering, Engineering",Founder and CTO,2010,"Bellevue, Washington",no,2012:12509998,"B2B, Information Services, Software",2010:15000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Zpop Media,zpop-media,no,,,,2010,"Bellevue, Washington",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GO2 People,go2-people,no,,,,2011,"Belmont, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PlayerScale,playerscale,no,,,"Javascript Expert, Founder, Co-Founder, CPO and co-founder, Director of Product, Games, AS3, JS, UI/UX Developer",2011,"Belmont, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sonogenix,sonogenix,no,university-of-san-francisco,,Board Member,2011,"Belmont, California",yes,0,"Biotechnology, Medical, Therapeutics",2011:250000,,,,,,,,,,,,,,,,,,,,,,,,,2
SteelKiwi Inc.,steelkiwi-development,no,,,,2011,"Belmont, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
All Power Labs,all-power-labs,no,,,Founder & CEO,2008,"Berkeley, California",no,2015:4000000,"Biomass Energy, Energy, Renewable Energy",,,,,,,,,,,,,,,,,,,,,,,,,,1
Borange,borange,no,,,"Director, Platform Software, co-founder",2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cannibis Reports,cannibis-reports,no,,,,2008,"Berkeley, California",yes,0,"Cannabis, Information Technology",,,,,,,,,,,,,,,,,,,,,,,,,,1
Climate Earth,climate-earth-inc,no,,,,2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Gaia GPS,trailbehind,no,,,,2008,"Berkeley, California",no,2008:25000,"Apps, GPS, Mapping Services, Navigation",,,,,,,,,,,,,,,,,,,,,,,,,,1
InternshipIN,internshipin,no,university-of-california-berkeley,Computer Science,"Founder/CEO, General Partner, Founder & Technical Lead",2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MyPerfectRent.com,myperfectrent-com,no,,,,2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
PembleSEO,pembleseo,no,,,,2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shastic,shastic,no,monterrey-institute-of-technology-and-higher-education,Financial Management,"Founder & CEO, Merrill Lynch Intern",2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The Voleon Group,the-voleon-group,no,"stanford-university, university-of-california-berkeley","Department of Computer Science, Computer Science and Mathematics","Board Of Directors, CEO, Founder, Co-Founder",2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wabi Sabi Sound,wabi-sabi-sound,no,,,"Founder & Audio Director, Video Game Sound Designer",2008,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CC Online Marketing,cc-online-marketing,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CRM Text Solutions,crm-text-solutions,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Enchroma,enchroma,no,,,"Chief Science Officer, Co-Founder & Inventor",2010,"Berkeley, California",no,2013:750000,Eyewear,2011:464000,2010:100000,,,,,,,,,,,,,,,,,,,,,,,,3
FlickLaunch,flicklaunch,no,"university-of-pennsylvania, dartmouth-college-2, wharton-school-of-the-university-of-pennsylvania","International Relations/Business, French, French, Finance","Founder & Managing Director, Director, Investor, VP, President & Co-Founder",2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fung Institute for Engineering Leadership,fung-institute-for-engineering-leadership,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kyndy.com,kyndy-com,no,"cole-mohammadia-ding-nieurs, cole-mohammadia-ding-nieurs, cole-mohammadia-ding-nieurs","Computer Science, Computer science, Computer science","CEO, CEO and co-founder",2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Strong Street,strong-street,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Webo Solar,webo-solar,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Zeptoo,zeptoo,no,stanford-university,Manufacturing Systems Engineering,"CEO, Co-Founder & COO, CEO & Co-Founder, Strategic Advisor and Attorney",2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EcoHarvester,ecoharvester,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Free Law Project,free-law-project,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
One World Futbol Project,one-world-futbol-project,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pivot Bio,pivot-bio,no,,,CEO,2011,"Berkeley, California",no,2021:430000000,"Agriculture, AgTech, Biotechnology, CleanTech",2020:100000000,2018:70000000,2016:15996489,2014:750000,,,,,,,,,,,,,,,,,,,,,,5
Roots Of Success,roots-of-success,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Senda,senda,no,,,,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Synchro,synchro-2,no,,,Founder | CEO,2010,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Uncommon Cacao,uncommon-cacao,no,,,co-founder,2010,"Berkeley, California",yes,0,"Agriculture, Automotive, Farming, Food and Beverage, Supply Chain Management",,,,,,,,,,,,,,,,,,,,,,,,,,1
Valitor,valitor,no,,,"Board Member, Co-Founder",2010,"Berkeley, California",yes,2018:2520000,"Biotechnology, Developer Tools, Medical, Therapeutics",0,,,,,,,,,,,,,,,,,,,,,,,,,2
BitGym,bitgym,no,,,Co-founder,2011,"Berkeley, California",yes,0,"Consumer Electronics, Electronics, Mobile Apps",2012:25000,0,,,,,,,,,,,,,,,,,,,,,,,,3
Caribou Biosciences,caribou-biosciences,no,"harvard-college, university-of-california-berkeley","Biological Sciences, Molecular and Cell Biology","Co-founder, President & CEO, Member of the Board of Directors",2011,"Berkeley, California",yes,2021:115000000,"Biotechnology, Health Care, Therapeutics",2016:30000000,2015:11000000,0,2014:11549904,,,,,,,,,,,,,,,,,,,,,,5
Cliqued.tv,cliqued-tv,no,,,Founder,2011,"Berkeley, California",yes,0,"Ad Network, Advertising, Social Media, Social Media Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,1
Eda-Zen,greenwave-foods-inc,no,,,,2011,"Berkeley, California",yes,0,"Food and Beverage, Manufacturing, Snack Food",,,,,,,,,,,,,,,,,,,,,,,,,,1
Hooktheory,hooktheory,no,,,,2011,"Berkeley, California",yes,0,"Music, Music Education",,,,,,,,,,,,,,,,,,,,,,,,,,1
ImpactSpace,impactspace,no,middlebury-institute-of-international-studies,"International Trade, Investment and Development","Co-founder & Director Of Operations, Co-founder, Co-Founder",2011,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Jadoo Technologies,jadoo-technologies,no,,,,2011,"Berkeley, California",yes,0,Nanotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,1
Kenzai,kenzai,no,,,,2011,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kimerick Technologies,kimerick-technologies,no,"columbia-university, clark-college-vancouver","Computer Science, Business Administration","Co-Founder and CEO, Co-Founder and CEO",2011,"Berkeley, California",no,2013:55420,"Analytics, Artificial Intelligence, Big Data, Finance, Financial Exchanges, FinTech, Machine Learning, Software",2013:75000,,,,,,,,,,,,,,,,,,,,,,,,,2
Kwan & Olynick,kwan-olynick,no,,,,2011,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Light Harmonic,light-harmonic,no,,,Founder & President,2011,"Berkeley, California",no,2014:1700000,"Audio, Crowdfunding, Hardware, Manufacturing, Software, Wearables",2014:1600000,2013:1174080,2013:303061,,,,,,,,,,,,,,,,,,,,,,,4
LeadGenius,mobileworks-2,no,"university-of-california-berkeley, netaji-subhas-institute-of-technology","Information Management and Systems, Information Technology","Founder & Chairman Of The Board, Board Chairman, Graduate Student Instructor, Development Engineer Embedded Systems, Intern, Researcher, Ubiquitous Interaction Group, CTO & Co-Founder",2011,"Berkeley, California",no,2016:10000000,"Database, Enterprise Software, Sales",2012:2200000,,,,,,,,,,,,,,,,,,,,,,,,,2
Origami Robotics,origami-robotics,no,,,,2011,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Powerhive,powerhive,no,"delft-university-of-technology, delft-university-of-technology","Applied Physics, Strategic Product Design","Co-Founder & VP Business Development, Co-Founder & Director",2011,"Berkeley, California",no,2019:9300000,"Cloud Computing, Energy, Software, Solar",2016:20000000,2015:12000000,2014:2500000,,,,,,,,,,,,,,,,,,,,,,,4
Socos,socos,no,"carnegie-mellon-university, carnegie-mellon-university","Psychology, Cognitive Neuroscience, Psychology & Theoretical Neuroscience","Advisor, Chair, Chief Scientist, Science Advisor, Advisor, Chief Science Adviser, Adviser - Neuroscience, Senior Advisor, Advisor, Co-Founder & Managing Partner, Advisor, Advisor, Board Of Directors",2011,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Base Ventures,base-vc,no,"california-state-university, morehouse-college","Finance, Business Administration and Management","Co-Founder & Managing Partner, Board Member",2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Berkeley Startup Cluster,berkeley-startup-cluster,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bravo Your City,bravo-your-city,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dezolve,dezolve,no,university-of-south-australia,Mechanical Engineering,Founder,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Filmgopher,filmgopher,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Free Ventures,free-ventures,no,university-of-california-berkeley,unknown,"Founder & Managing Partner, Board Observer, Board Observer, Associate, Associate, Co-Founder, Advisor, Board Observer, Managing Partner",2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Intellievents,intellievents,no,,,,2012,"Berkeley, California",yes,0,"Communities, Events, Information Technology",,,,,,,,,,,,,,,,,,,,,,,,,,1
IPfolio,ipfolio,no,,,"Founder & CEO, Founder & Chief of Product, Executive Product Evangelist",2012,"Berkeley, California",no,2017:2964758,"Cloud Computing, Computer, Software",2016:398750,,,,,,,,,,,,,,,,,,,,,,,,,2
Mappable,mappable,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nafasi Systems,nafasi-systems,no,,,Founder,2012,"Berkeley, California",no,2013:40000,"Electronics, Energy, Solar",,,,,,,,,,,,,,,,,,,,,,,,,,1
Radius Location Technologies,radius-location-technologies,no,duke-university,Biomedical Engineering,"COO and Founder, Team Member",2012,"Berkeley, California",yes,0,"Location Based Services, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
SambaCloud,sambacloud,no,,,Co-founder and CEO,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saratoga Energy Corporation,saratoga-energy-research-partners,no,university-of-virginia,Art History,Chief Executive Officer,2012,"Berkeley, California",yes,0,"Automotive, Chemical, Electronics, Energy, Manufacturing, Renewable Energy",2019:150000,2017:1000000,,,,,,,,,,,,,,,,,,,,,,,,3
SkimaTalk,skimatalk,no,,,Representative / founder,2012,"Berkeley, California",no,2012:100000,"Education, Language Learning, Online Portals",,,,,,,,,,,,,,,,,,,,,,,,,,1
Synthicity,synthicity,no,,,"Founder and President, Research Scientist, Professor, President",2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tech Futures Group,tech-futures-group,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Voyager Consulting,voyager-consulting,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Association of Chinese Entrepreneurs,association-of-chinese-entrepreneurs,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BrandsHub,brandshub,no,,,,2012,"Berkeley, California",no,2014:1200000,"E-Commerce, Fashion, Marketplace, SaaS",2013:500000,,,,,,,,,,,,,,,,,,,,,,,,,2
Chosen,chosen-fm,no,,,"CEO, Co founder & CTO, Co founder & CTO, Co-Founder & CTO",2012,"Berkeley, California",yes,2014:5000000,"Apps, Media and Entertainment, Mobile, Performing Arts",2014:5000000,0,,,,,,,,,,,,,,,,,,,,,,,,3
CinderBio,cinderbio,no,,,"Principal Investigator- Research Scientist -Career track, Director of Research and Development, Principal Investigator, CEO and Co-Founder",2012,"San Leandro, California",no,2020:1651620,"Biotechnology, Chemical, Sustainability, Water",2019:300000,2018:500000,2018:100000,2016:1049893,,,,,,,,,,,,,,,,,,,,,,5
DataXoom,dataxoom,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Enuma,enuma,no,seoul-national-university,Fine Arts,CEO & Creative Lead,2012,"Berkeley, California",yes,2020:9000000,"E-Learning, Education, Information Technology",2018:4000000,0,2015:4005374,2013:300000,,,,,,,,,,,,,,,,,,,,,,5
Forecast the Facts,forecast-the-facts,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Four Twenty Seven,four-twenty-seven,no,,,Founder and CEO,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GreenValley International Inc,greenvalley-international,no,,,Founder and CEO,2012,"Berkeley, California",no,2017:10000000,"3D Technology, Autonomous Vehicles, Computer, Indoor Positioning, Mapping Services, Robotics, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
ImpactAlpha,impactalpha,no,middlebury-institute-of-international-studies,"International Trade, Investment and Development","Co-founder & Director Of Operations, Co-founder, Co-Founder",2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ned Schaub Consulting -- Social Change Strategy,ned-schaub-consulting-social-change-strategy,no,,,,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OpenROV,openrov,no,,,"Co-founder, Founder, CEO",2012,"San Francisco, California",yes,0,"Drones, Hardware, Marine Technology, Robotics, Software",2013:1300000,,,,,,,,,,,,,,,,,,,,,,,,,2
Picosense,picosense,no,"technical-university-of-lisbon, instituto-superior-técnico","Physics Engineering, Technologic Physics Engineering","Research Associate, Co-Founder & Director of Sensor Development",2012,"Berkeley, California",yes,2015:20682,"Developer Tools, Management Consulting, Nanotechnology",0,,,,,,,,,,,,,,,,,,,,,,,,,2
Picoyune,picoyune,no,,,,2012,"Berkeley, California",yes,0,"Chemical, Medical, Medical Device",,,,,,,,,,,,,,,,,,,,,,,,,,1
protocols.io,zappylab,no,university-of-california-berkeley,"Genetics, computational biology",Co-Founder & CEO,2012,"Berkeley, California",yes,2020:3743065,"Crowdsourcing, Life Science, Mobile, Software",2016:25000,2014:205000,2014:255000,0,2012:475000,2012:250000,,,,,,,,,,,,,,,,,,,,7
ReOrient Media,reorient-media,no,,,Co-Founder & CEO,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shopsync,shopsync,no,,,Co-Founder & CEO,2012,"Berkeley, California",yes,0,"E-Commerce, Shopping",,,,,,,,,,,,,,,,,,,,,,,,,,1
ShowerPill,shower-pill,no,university-of-california-berkeley,Sociology,Co-Founder,2012,"Berkeley, California",yes,0,"Fitness, Sports, Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,1
SparcIt,sparcit,no,university-of-california-davis,Computer Science,Co-Founder and CTO,2012,"Berkeley, California",yes,0,"SaaS, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Telnexus,telnexus,no,northwestern-university,Biomedical Engineering,"CEO, Founder & CEO, Founder and CEO, Founder",2012,"Berkeley, California",no,2013:250000,"Messaging, Telecommunications, VoIP",,,,,,,,,,,,,,,,,,,,,,,,,,1
The EVR1 Institute,the-evr1-institute,no,,,Founder,2012,"Berkeley, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
